PROFIL,R51 Breite,R52 Stärke,R60,R61,R20,R40,R41,,,
PR_005,10,1.2,19.99,106.20, ,0.26,0.26,,,
PR_005,10,1.3,18.50,98.04, ,0.28,0.28,,,
PR_005,10,1.4,17.23,91.05, ,0.31,0.31,,,
PR_005,10,1.5,16.13,84.99, ,0.33,0.33,,,
PR_005,10,1.6,15.18,79.69, ,0.36,0.36,,,
PR_005,10,1.7,14.33,75.01, ,0.39,0.39,,,
PR_005,10,1.8,13.59,70.85, ,0.41,0.41,,,
PR_005,10,1.9,12.93,67.13, ,0.44,0.44,,,
PR_005,10,2.0,12.33,63.79, ,0.47,0.47,,,
PR_005,10,2.1,11.80,60.76, ,0.50,0.50,,,
PR_005,10,2.2,11.31,58.01, ,0.53,0.53,,,
PR_005,10,2.3,10.87,55.49, ,0.56,0.56,,,
PR_005,10,2.4,10.47,53.19, ,0.59,0.59,,,
PR_005,10,2.5,10.10,51.07, ,0.62,0.62,,,
PR_005,10,2.6,9.77,49.12, ,0.65,0.65,,,
PR_005,10,2.7,9.46,47.31, ,0.68,0.68,,,
PR_005,10,2.8,9.17,45.63, ,0.71,0.71,,,
PR_005,10,2.9,8.91,44.06, ,0.75,0.75,,,
PR_005,10,3.0,8.66,42.61, ,0.78,0.78,,,
PR_005,10,3.1,8.43,41.24, ,0.82,0.82,,,
PR_006,3,0.8,16.72,5.69, ,0.15,,,,
PR_006,3,0.9,14.87,5.08, ,0.15,,,,
PR_006,3,1.0,13.40,4.60, ,0.15,,,,
PR_006,3,1.1,12.19,4.20, ,0.15,,,,
PR_006,3,1.2,11.18,3.88, ,0.15,,,,
PR_006,3,1.3,10.33,3.60, ,0.15,,,,
PR_006,3,1.4,9.60,3.37, ,0.15,,,,
PR_006,3,1.5,8.97,3.17, ,0.15,,,,
PR_006,3,1.6,8.41,3.00, ,0.15,,,,
PR_006,3,1.7,7.93,2.84, ,0.15,,,,
PR_006,3,1.8,7.49,2.71, ,0.15,,,,
PR_006,3,1.9,7.11,2.59, ,0.15,,,,
PR_006,3,2.0,6.76,2.49, ,0.15,,,,
PR_006,3,2.1,6.45,2.39, ,0.15,,,,
PR_006,3,2.2,6.16,2.31, ,0.15,,,,
PR_006,3,2.3,5.90,2.23, ,0.15,,,,
PR_006,3,2.4,5.66,2.16, ,0.15,,,,
PR_006,3,2.5,5.45,2.10, ,0.15,,,,
PR_006,3,2.6,5.25,2.05, ,0.15,,,,
PR_006,3,2.7,5.06,2.00, ,0.15,,,,
PR_006,3,2.8,4.89,1.95, ,0.15,,,,
PR_006,3,2.9,4.73,1.91, ,0.15,,,,
PR_006,3,3.0,4.58,1.87, ,0.15,,,,
PR_006,3,3.1,4.44,1.83, ,0.15,,,,
PR_006,3.5,0.8,22.75,7.71, ,0.15,,,,
PR_006,3.5,0.9,20.23,6.87, ,0.15,,,,
PR_006,3.5,1.0,18.22,6.21, ,0.15,,,,
PR_006,3.5,1.1,16.57,5.67, ,0.15,,,,
PR_006,3.5,1.2,15.20,5.22, ,0.15,,,,
PR_006,3.5,1.3,14.04,4.84, ,0.15,,,,
PR_006,3.5,1.4,13.04,4.52, ,0.15,,,,
PR_006,3.5,1.5,12.18,4.24, ,0.15,,,,
PR_006,3.5,1.6,11.43,4.00, ,0.15,,,,
PR_006,3.5,1.7,10.76,3.79, ,0.15,,,,
PR_006,3.5,1.8,10.17,3.61, ,0.15,,,,
PR_006,3.5,1.9,9.65,3.44, ,0.15,,,,
PR_006,3.5,2.0,9.17,3.29, ,0.15,,,,
PR_006,3.5,2.1,8.74,3.16, ,0.15,,,,
PR_006,3.5,2.2,8.35,3.04, ,0.15,,,,
PR_006,3.5,2.3,8.00,2.93, ,0.15,,,,
PR_006,3.5,2.4,7.67,2.84, ,0.15,,,,
PR_006,3.5,2.5,7.38,2.75, ,0.15,,,,
PR_006,3.5,2.6,7.10,2.67, ,0.15,,,,
PR_006,3.5,2.7,6.85,2.59, ,0.15,,,,
PR_006,3.5,2.8,6.61,2.53, ,0.15,,,,
PR_006,3.5,2.9,6.39,2.46, ,0.15,,,,
PR_006,3.5,3.0,6.18,2.41, ,0.15,,,,
PR_006,3.5,3.1,5.99,2.35, ,0.15,,,,
PR_006,4,0.8,29.71,10.03, ,0.15,,,,
PR_006,4,0.9,26.41,8.94, ,0.15,,,,
PR_006,4,1.0,23.78,8.07, ,0.15,,,,
PR_006,4,1.1,21.63,7.36, ,0.15,,,,
PR_006,4,1.2,19.83,6.77, ,0.15,,,,
PR_006,4,1.3,18.32,6.28, ,0.15,,,,
PR_006,4,1.4,17.02,5.85, ,0.15,,,,
PR_006,4,1.5,15.89,5.49, ,0.15,,,,
PR_006,4,1.6,14.90,5.17, ,0.15,,,,
PR_006,4,1.7,14.04,4.89, ,0.15,,,,
PR_006,4,1.8,13.26,4.64, ,0.15,,,,
PR_006,4,1.9,12.57,4.42, ,0.15,,,,
PR_006,4,2.0,11.95,4.23, ,0.15,,,,
PR_006,4,2.1,11.39,4.05, ,0.15,,,,
PR_006,4,2.2,10.88,3.89, ,0.15,,,,
PR_006,4,2.3,10.42,3.74, ,0.15,,,,
PR_006,4,2.4,9.99,3.61, ,0.15,,,,
PR_006,4,2.5,9.60,3.49, ,0.15,,,,
PR_006,4,2.6,9.24,3.38, ,0.15,,,,
PR_006,4,2.7,8.91,3.28, ,0.15,,,,
PR_006,4,2.8,8.60,3.19, ,0.15,,,,
PR_006,4,2.9,8.31,3.11, ,0.15,,,,
PR_006,4,3.0,8.04,3.03, ,0.15,,,,
PR_006,4,3.1,7.79,2.95, ,0.15,,,,
PR_006,4.5,0.8,37.59,12.67, ,0.15,,,,
PR_006,4.5,0.9,33.42,11.29, ,0.15,,,,
PR_006,4.5,1.0,30.09,10.18, ,0.15,,,,
PR_006,4.5,1.1,27.36,9.28, ,0.15,,,,
PR_006,4.5,1.2,25.09,8.53, ,0.15,,,,
PR_006,4.5,1.3,23.17,7.90, ,0.15,,,,
PR_006,4.5,1.4,21.52,7.36, ,0.15,,,,
PR_006,4.5,1.5,20.09,6.89, ,0.15,,,,
PR_006,4.5,1.6,18.84,6.49, ,0.15,,,,
PR_006,4.5,1.7,17.74,6.13, ,0.15,,,,
PR_006,4.5,1.8,16.77,5.81, ,0.15,,,,
PR_006,4.5,1.9,15.89,5.53, ,0.15,,,,
PR_006,4.5,2.0,15.11,5.28, ,0.15,,,,
PR_006,4.5,2.1,14.40,5.05, ,0.15,,,,
PR_006,4.5,2.2,13.75,4.85, ,0.15,,,,
PR_006,4.5,2.3,13.16,4.66, ,0.15,,,,
PR_006,4.5,2.4,12.62,4.49, ,0.15,,,,
PR_006,4.5,2.5,12.12,4.34, ,0.15,,,,
PR_006,4.5,2.6,11.66,4.20, ,0.15,,,,
PR_006,4.5,2.7,11.24,4.06, ,0.15,,,,
PR_006,4.5,2.8,10.85,3.94, ,0.15,,,,
PR_006,4.5,2.9,10.48,3.83, ,0.15,,,,
PR_006,4.5,3.0,10.14,3.73, ,0.15,,,,
PR_006,4.5,3.1,9.82,3.63, ,0.15,,,,
PR_006,5,0.8,46.40,15.62, ,0.15,,,,
PR_006,5,0.9,41.25,13.91, ,0.15,,,,
PR_006,5,1.0,37.13,12.54, ,0.15,,,,
PR_006,5,1.1,33.77,11.43, ,0.15,,,,
PR_006,5,1.2,30.96,10.50, ,0.15,,,,
PR_006,5,1.3,28.59,9.71, ,0.15,,,,
PR_006,5,1.4,26.55,9.05, ,0.15,,,,
PR_006,5,1.5,24.79,8.47, ,0.15,,,,
PR_006,5,1.6,23.25,7.96, ,0.15,,,,
PR_006,5,1.7,21.89,7.52, ,0.15,,,,
PR_006,5,1.8,20.68,7.12, ,0.15,,,,
PR_006,5,1.9,19.60,6.77, ,0.15,,,,
PR_006,5,2.0,18.63,6.46, ,0.15,,,,
PR_006,5,2.1,17.75,6.18, ,0.15,,,,
PR_006,5,2.2,16.95,5.92, ,0.15,,,,
PR_006,5,2.3,16.22,5.69, ,0.15,,,,
PR_006,5,2.4,15.56,5.48, ,0.15,,,,
PR_006,5,2.5,14.94,5.28, ,0.15,,,,
PR_006,5,2.6,14.38,5.10, ,0.15,,,,
PR_006,5,2.7,13.85,4.94, ,0.15,,,,
PR_006,5,2.8,13.36,4.79, ,0.15,,,,
PR_006,5,2.9,12.91,4.65, ,0.15,,,,
PR_006,5,3.0,12.49,4.52, ,0.15,,,,
PR_006,5,3.1,12.10,4.40, ,0.15,,,,
PR_006,5.5,0.8,56.13,18.88, ,0.15,,,,
PR_006,5.5,0.9,49.91,16.81, ,0.15,,,,
PR_006,5.5,1.0,44.92,15.15, ,0.15,,,,
PR_006,5.5,1.1,40.85,13.80, ,0.15,,,,
PR_006,5.5,1.2,37.45,12.67, ,0.15,,,,
PR_006,5.5,1.3,34.58,11.72, ,0.15,,,,
PR_006,5.5,1.4,32.12,10.91, ,0.15,,,,
PR_006,5.5,1.5,29.98,10.20, ,0.15,,,,
PR_006,5.5,1.6,28.12,9.59, ,0.15,,,,
PR_006,5.5,1.7,26.47,9.05, ,0.15,,,,
PR_006,5.5,1.8,25.01,8.57, ,0.15,,,,
PR_006,5.5,1.9,23.70,8.15, ,0.15,,,,
PR_006,5.5,2.0,22.52,7.76, ,0.15,,,,
PR_006,5.5,2.1,21.46,7.42, ,0.15,,,,
PR_006,5.5,2.2,20.49,7.11, ,0.15,,,,
PR_006,5.5,2.3,19.61,6.82, ,0.15,,,,
PR_006,5.5,2.4,18.80,6.56, ,0.15,,,,
PR_006,5.5,2.5,18.06,6.32, ,0.15,,,,
PR_006,5.5,2.6,17.37,6.11, ,0.15,,,,
PR_006,5.5,2.7,16.74,5.90, ,0.15,,,,
PR_006,5.5,2.8,16.15,5.72, ,0.15,,,,
PR_006,5.5,2.9,15.60,5.55, ,0.15,,,,
PR_006,5.5,3.0,15.09,5.39, ,0.15,,,,
PR_006,5.5,3.1,14.61,5.24, ,0.15,,,,
PR_006,6,0.8,66.80,22.45, ,0.15,,,,
PR_006,6,0.9,59.38,19.98, ,0.15,,,,
PR_006,6,1.0,53.45,18.01, ,0.15,,,,
PR_006,6,1.1,48.60,16.39, ,0.15,,,,
PR_006,6,1.2,44.56,15.05, ,0.15,,,,
PR_006,6,1.3,41.14,13.92, ,0.15,,,,
PR_006,6,1.4,38.21,12.95, ,0.15,,,,
PR_006,6,1.5,35.67,12.11, ,0.15,,,,
PR_006,6,1.6,33.45,11.38, ,0.15,,,,
PR_006,6,1.7,31.49,10.73, ,0.15,,,,
PR_006,6,1.8,29.75,10.16, ,0.15,,,,
PR_006,6,1.9,28.19,9.65, ,0.15,,,,
PR_006,6,2.0,26.79,9.19, ,0.15,,,,
PR_006,6,2.1,25.52,8.78, ,0.15,,,,
PR_006,6,2.2,24.37,8.40, ,0.15,,,,
PR_006,6,2.3,23.32,8.06, ,0.15,,,,
PR_006,6,2.4,22.36,7.75, ,0.15,,,,
PR_006,6,2.5,21.47,7.47, ,0.15,,,,
PR_006,6,2.6,20.65,7.20, ,0.15,,,,
PR_006,6,2.7,19.90,6.96, ,0.15,,,,
PR_006,6,2.8,19.19,6.74, ,0.15,,,,
PR_006,6,2.9,18.54,6.53, ,0.15,,,,
PR_006,6,3.0,17.93,6.34, ,0.15,,,,
PR_006,6,3.1,17.36,6.16, ,0.15,,,,
PR_006,6.5,0.8,78.39,26.33, ,0.15,,,,
PR_006,6.5,0.9,69.69,23.43, ,0.15,,,,
PR_006,6.5,1.0,62.73,21.11, ,0.15,,,,
PR_006,6.5,1.1,57.03,19.21, ,0.15,,,,
PR_006,6.5,1.2,52.29,17.64, ,0.15,,,,
PR_006,6.5,1.3,48.27,16.31, ,0.15,,,,
PR_006,6.5,1.4,44.83,15.16, ,0.15,,,,
PR_006,6.5,1.5,41.85,14.18, ,0.15,,,,
PR_006,6.5,1.6,39.25,13.32, ,0.15,,,,
PR_006,6.5,1.7,36.94,12.56, ,0.15,,,,
PR_006,6.5,1.8,34.90,11.88, ,0.15,,,,
PR_006,6.5,1.9,33.07,11.28, ,0.15,,,,
PR_006,6.5,2.0,31.43,10.74, ,0.15,,,,
PR_006,6.5,2.1,29.94,10.26, ,0.15,,,,
PR_006,6.5,2.2,28.59,9.82, ,0.15,,,,
PR_006,6.5,2.3,27.35,9.41, ,0.15,,,,
PR_006,6.5,2.4,26.22,9.05, ,0.15,,,,
PR_006,6.5,2.5,25.18,8.71, ,0.15,,,,
PR_006,6.5,2.6,24.22,8.40, ,0.15,,,,
PR_006,6.5,2.7,23.33,8.11, ,0.15,,,,
PR_006,6.5,2.8,22.51,7.85, ,0.15,,,,
PR_006,6.5,2.9,21.74,7.60, ,0.15,,,,
PR_006,6.5,3.0,21.02,7.37, ,0.15,,,,
PR_006,6.5,3.1,20.35,7.16, ,0.15,,,,
PR_006,7,0.8,90.91,30.52, ,0.15,,,,
PR_006,7,0.9,80.81,27.15, ,0.15,,,,
PR_006,7,1.0,72.74,24.46, ,0.15,,,,
PR_006,7,1.1,66.14,22.26, ,0.15,,,,
PR_006,7,1.2,60.63,20.43, ,0.15,,,,
PR_006,7,1.3,55.98,18.88, ,0.15,,,,
PR_006,7,1.4,51.99,17.56, ,0.15,,,,
PR_006,7,1.5,48.53,16.41, ,0.15,,,,
PR_006,7,1.6,45.50,15.41, ,0.15,,,,
PR_006,7,1.7,42.84,14.53, ,0.15,,,,
PR_006,7,1.8,40.46,13.75, ,0.15,,,,
PR_006,7,1.9,38.34,13.05, ,0.15,,,,
PR_006,7,2.0,36.43,12.42, ,0.15,,,,
PR_006,7,2.1,34.71,11.85, ,0.15,,,,
PR_006,7,2.2,33.14,11.34, ,0.15,,,,
PR_006,7,2.3,31.71,10.87, ,0.15,,,,
PR_006,7,2.4,30.39,10.44, ,0.15,,,,
PR_006,7,2.5,29.19,10.05, ,0.15,,,,
PR_006,7,2.6,28.07,9.69, ,0.15,,,,
PR_006,7,2.7,27.04,9.35, ,0.15,,,,
PR_006,7,2.8,26.08,9.04, ,0.15,,,,
PR_006,7,2.9,25.19,8.76, ,0.15,,,,
PR_006,7,3.0,24.36,8.49, ,0.15,,,,
PR_006,7,3.1,23.58,8.24, ,0.15,,,,
PR_006,7.5,0.8,104.35,35.02, ,0.15,,,,
PR_006,7.5,0.9,92.77,31.15, ,0.15,,,,
PR_006,7.5,1.0,83.50,28.06, ,0.15,,,,
PR_006,7.5,1.1,75.92,25.54, ,0.15,,,,
PR_006,7.5,1.2,69.60,23.43, ,0.15,,,,
PR_006,7.5,1.3,64.25,21.65, ,0.15,,,,
PR_006,7.5,1.4,59.67,20.13, ,0.15,,,,
PR_006,7.5,1.5,55.70,18.81, ,0.15,,,,
PR_006,7.5,1.6,52.23,17.66, ,0.15,,,,
PR_006,7.5,1.7,49.16,16.65, ,0.15,,,,
PR_006,7.5,1.8,46.44,15.75, ,0.15,,,,
PR_006,7.5,1.9,44.00,14.94, ,0.15,,,,
PR_006,7.5,2.0,41.81,14.22, ,0.15,,,,
PR_006,7.5,2.1,39.83,13.57, ,0.15,,,,
PR_006,7.5,2.2,38.03,12.98, ,0.15,,,,
PR_006,7.5,2.3,36.38,12.44, ,0.15,,,,
PR_006,7.5,2.4,34.87,11.94, ,0.15,,,,
PR_006,7.5,2.5,33.49,11.49, ,0.15,,,,
PR_006,7.5,2.6,32.21,11.07, ,0.15,,,,
PR_006,7.5,2.7,31.02,10.69, ,0.15,,,,
PR_006,7.5,2.8,29.92,10.33, ,0.15,,,,
PR_006,7.5,2.9,28.90,10.00, ,0.15,,,,
PR_006,7.5,3.0,27.94,9.69, ,0.15,,,,
PR_006,7.5,3.1,27.05,9.40, ,0.15,,,,
PR_006,8,0.8,118.73,39.83, ,0.15,,,,
PR_006,8,0.9,105.54,35.43, ,0.15,,,,
PR_006,8,1.0,95.00,31.91, ,0.15,,,,
PR_006,8,1.1,86.37,29.04, ,0.15,,,,
PR_006,8,1.2,79.18,26.64, ,0.15,,,,
PR_006,8,1.3,73.10,24.61, ,0.15,,,,
PR_006,8,1.4,67.88,22.88, ,0.15,,,,
PR_006,8,1.5,63.37,21.38, ,0.15,,,,
PR_006,8,1.6,59.41,20.07, ,0.15,,,,
PR_006,8,1.7,55.93,18.91, ,0.15,,,,
PR_006,8,1.8,52.83,17.89, ,0.15,,,,
PR_006,8,1.9,50.06,16.97, ,0.15,,,,
PR_006,8,2.0,47.56,16.14, ,0.15,,,,
PR_006,8,2.1,45.30,15.40, ,0.15,,,,
PR_006,8,2.2,43.25,14.73, ,0.15,,,,
PR_006,8,2.3,41.38,14.11, ,0.15,,,,
PR_006,8,2.4,39.67,13.55, ,0.15,,,,
PR_006,8,2.5,38.09,13.03, ,0.15,,,,
PR_006,8,2.6,36.63,12.55, ,0.15,,,,
PR_006,8,2.7,35.28,12.11, ,0.15,,,,
PR_006,8,2.8,34.03,11.70, ,0.15,,,,
PR_006,8,2.9,32.87,11.33, ,0.15,,,,
PR_006,8,3.0,31.78,10.97, ,0.15,,,,
PR_006,8,3.1,30.76,10.64, ,0.15,,,,
PR_006,8.5,0.8,134.03,44.96, ,0.15,,,,
PR_006,8.5,0.9,119.14,39.98, ,0.15,,,,
PR_006,8.5,1.0,107.24,36.01, ,0.15,,,,
PR_006,8.5,1.1,97.50,32.76, ,0.15,,,,
PR_006,8.5,1.2,89.38,30.05, ,0.15,,,,
PR_006,8.5,1.3,82.51,27.77, ,0.15,,,,
PR_006,8.5,1.4,76.63,25.81, ,0.15,,,,
PR_006,8.5,1.5,71.53,24.11, ,0.15,,,,
PR_006,8.5,1.6,67.06,22.63, ,0.15,,,,
PR_006,8.5,1.7,63.13,21.32, ,0.15,,,,
PR_006,8.5,1.8,59.63,20.16, ,0.15,,,,
PR_006,8.5,1.9,56.50,19.13, ,0.15,,,,
PR_006,8.5,2.0,53.68,18.19, ,0.15,,,,
PR_006,8.5,2.1,51.13,17.35, ,0.15,,,,
PR_006,8.5,2.2,48.82,16.59, ,0.15,,,,
PR_006,8.5,2.3,46.70,15.89, ,0.15,,,,
PR_006,8.5,2.4,44.77,15.25, ,0.15,,,,
PR_006,8.5,2.5,42.98,14.67, ,0.15,,,,
PR_006,8.5,2.6,41.34,14.13, ,0.15,,,,
PR_006,8.5,2.7,39.82,13.63, ,0.15,,,,
PR_006,8.5,2.8,38.40,13.17, ,0.15,,,,
PR_006,8.5,2.9,37.09,12.74, ,0.15,,,,
PR_006,8.5,3.0,35.86,12.34, ,0.15,,,,
PR_006,8.5,3.1,34.71,11.97, ,0.15,,,,
PR_006,9,0.8,150.25,50.39, ,0.15,,,,
PR_006,9,0.9,133.57,44.81, ,0.15,,,,
PR_006,9,1.0,120.22,40.36, ,0.15,,,,
PR_006,9,1.1,109.30,36.71, ,0.15,,,,
PR_006,9,1.2,100.20,33.68, ,0.15,,,,
PR_006,9,1.3,92.50,31.11, ,0.15,,,,
PR_006,9,1.4,85.90,28.91, ,0.15,,,,
PR_006,9,1.5,80.18,27.01, ,0.15,,,,
PR_006,9,1.6,75.18,25.35, ,0.15,,,,
PR_006,9,1.7,70.76,23.88, ,0.15,,,,
PR_006,9,1.8,66.84,22.58, ,0.15,,,,
PR_006,9,1.9,63.33,21.41, ,0.15,,,,
PR_006,9,2.0,60.17,20.37, ,0.15,,,,
PR_006,9,2.1,57.32,19.42, ,0.15,,,,
PR_006,9,2.2,54.72,18.56, ,0.15,,,,
PR_006,9,2.3,52.35,17.78, ,0.15,,,,
PR_006,9,2.4,50.17,17.06, ,0.15,,,,
PR_006,9,2.5,48.18,16.41, ,0.15,,,,
PR_006,9,2.6,46.33,15.80, ,0.15,,,,
PR_006,9,2.7,44.62,15.24, ,0.15,,,,
PR_006,9,2.8,43.04,14.72, ,0.15,,,,
PR_006,9,2.9,41.56,14.24, ,0.15,,,,
PR_006,9,3.0,40.19,13.79, ,0.15,,,,
PR_006,9,3.1,38.90,13.37, ,0.15,,,,
PR_006,9.5,0.8,167.41,56.13, ,0.15,,,,
PR_006,9.5,0.9,148.82,49.92, ,0.15,,,,
PR_006,9.5,1.0,133.94,44.95, ,0.15,,,,
PR_006,9.5,1.1,121.77,40.89, ,0.15,,,,
PR_006,9.5,1.2,111.63,37.50, ,0.15,,,,
PR_006,9.5,1.3,103.05,34.64, ,0.15,,,,
PR_006,9.5,1.4,95.70,32.19, ,0.15,,,,
PR_006,9.5,1.5,89.33,30.07, ,0.15,,,,
PR_006,9.5,1.6,83.76,28.22, ,0.15,,,,
PR_006,9.5,1.7,78.84,26.58, ,0.15,,,,
PR_006,9.5,1.8,74.46,25.13, ,0.15,,,,
PR_006,9.5,1.9,70.55,23.83, ,0.15,,,,
PR_006,9.5,2.0,67.03,22.66, ,0.15,,,,
PR_006,9.5,2.1,63.85,21.61, ,0.15,,,,
PR_006,9.5,2.2,60.96,20.65, ,0.15,,,,
PR_006,9.5,2.3,58.31,19.78, ,0.15,,,,
PR_006,9.5,2.4,55.89,18.98, ,0.15,,,,
PR_006,9.5,2.5,53.67,18.24, ,0.15,,,,
PR_006,9.5,2.6,51.61,17.57, ,0.15,,,,
PR_006,9.5,2.7,49.71,16.94, ,0.15,,,,
PR_006,9.5,2.8,47.94,16.36, ,0.15,,,,
PR_006,9.5,2.9,46.29,15.82, ,0.15,,,,
PR_006,9.5,3.0,44.76,15.32, ,0.15,,,,
PR_006,9.5,3.1,43.32,14.85, ,0.15,,,,
PR_006,10,0.8,185.49,62.18, ,0.15,,,,
PR_006,10,0.9,164.89,55.30, ,0.15,,,,
PR_006,10,1.0,148.41,49.79, ,0.15,,,,
PR_006,10,1.1,134.92,45.29, ,0.15,,,,
PR_006,10,1.2,123.69,41.54, ,0.15,,,,
PR_006,10,1.3,114.18,38.37, ,0.15,,,,
PR_006,10,1.4,106.03,35.65, ,0.15,,,,
PR_006,10,1.5,98.97,33.30, ,0.15,,,,
PR_006,10,1.6,92.80,31.24, ,0.15,,,,
PR_006,10,1.7,87.35,29.43, ,0.15,,,,
PR_006,10,1.8,82.50,27.82, ,0.15,,,,
PR_006,10,1.9,78.17,26.38, ,0.15,,,,
PR_006,10,2.0,74.27,25.08, ,0.15,,,,
PR_006,10,2.1,70.74,23.92, ,0.15,,,,
PR_006,10,2.2,67.53,22.85, ,0.15,,,,
PR_006,10,2.3,64.60,21.88, ,0.15,,,,
PR_006,10,2.4,61.92,21.00, ,0.15,,,,
PR_006,10,2.5,59.45,20.18, ,0.15,,,,
PR_006,10,2.6,57.17,19.43, ,0.15,,,,
PR_006,10,2.7,55.06,18.73, ,0.15,,,,
PR_006,10,2.8,53.11,18.09, ,0.15,,,,
PR_006,10,2.9,51.28,17.49, ,0.15,,,,
PR_006,10,3.0,49.58,16.93, ,0.15,,,,
PR_006,10,3.1,47.99,16.41, ,0.15,,,,
